#00010,All,"British Columbia"
#11101,All,"Vancouver Island/Coast"
#11101,"Non-management occupations","British Columbia"
#11101,"Non-management occupations",Cariboo
#11101,"Non-management occupations",Kootenay
#11101,"Non-management occupations",Mainland/Southwest
#11101,"Non-management occupations","North Coast and Nechako"
#11101,"Non-management occupations",Northeast
#11101,"Non-management occupations",Thompson-Okanagan
#11101,"Non-management occupations","Vancouver Island/Coast"
#11102,All,"British Columbia"
#11102,All,Cariboo
#11102,All,Kootenay
#11102,All,Mainland/Southwest
#11102,All,"North Coast and Nechako"
#11102,All,Northeast
#11102,All,Thompson-Okanagan
#11102,All,"Vancouver Island/Coast"
#11102,"Non-management occupations","British Columbia"
#11102,"Non-management occupations",Cariboo
#11102,"Non-management occupations",Kootenay
#11102,"Non-management occupations",Mainland/Southwest
#11102,"Non-management occupations","North Coast and Nechako"
#11102,"Non-management occupations",Northeast
#11102,"Non-management occupations",Thompson-Okanagan
#11102,"Non-management occupations","Vancouver Island/Coast"
#11103,All,"British Columbia"
#11103,All,Cariboo
#11103,All,Kootenay
#11103,All,Mainland/Southwest
#11103,All,"North Coast and Nechako"
#11103,All,Northeast
#11103,All,Thompson-Okanagan
#11103,All,"Vancouver Island/Coast"
#11103,"Non-management occupations","British Columbia"
#11103,"Non-management occupations",Cariboo
#11103,"Non-management occupations",Kootenay
#11103,"Non-management occupations",Mainland/Southwest
#11103,"Non-management occupations","North Coast and Nechako"
#11103,"Non-management occupations",Northeast
#11103,"Non-management occupations",Thompson-Okanagan
#11103,"Non-management occupations","Vancouver Island/Coast"
#11109,All,"British Columbia"
#11109,All,Cariboo
#11109,All,Kootenay
#11109,All,Mainland/Southwest
#11109,All,"North Coast and Nechako"
#11109,All,Northeast
#11109,All,Thompson-Okanagan
#11109,All,"Vancouver Island/Coast"
#11109,"Non-management occupations","British Columbia"
#11109,"Non-management occupations",Cariboo
#11109,"Non-management occupations",Kootenay
#11109,"Non-management occupations",Mainland/Southwest
#11109,"Non-management occupations","North Coast and Nechako"
#11109,"Non-management occupations",Northeast
#11109,"Non-management occupations",Thompson-Okanagan
#11109,"Non-management occupations","Vancouver Island/Coast"
#11200,All,"British Columbia"
#11200,All,Cariboo
#11200,All,Kootenay
#11200,All,Mainland/Southwest
#11200,All,"North Coast and Nechako"
#11200,All,Northeast
#11200,All,Thompson-Okanagan
#11200,All,"Vancouver Island/Coast"
#11200,"Non-management occupations","British Columbia"
#11200,"Non-management occupations",Cariboo
#11200,"Non-management occupations",Kootenay
#11200,"Non-management occupations",Mainland/Southwest
#11200,"Non-management occupations","North Coast and Nechako"
#11200,"Non-management occupations",Northeast
#11200,"Non-management occupations",Thompson-Okanagan
#11200,"Non-management occupations","Vancouver Island/Coast"
#11201,All,"British Columbia"
#11201,All,Cariboo
#11201,All,Kootenay
#11201,All,Mainland/Southwest
#11201,All,"North Coast and Nechako"
#11201,All,Northeast
#11201,All,Thompson-Okanagan
#11201,All,"Vancouver Island/Coast"
#11201,"Non-management occupations","British Columbia"
#11201,"Non-management occupations",Cariboo
#11201,"Non-management occupations",Kootenay
#11201,"Non-management occupations",Mainland/Southwest
#11201,"Non-management occupations","North Coast and Nechako"
#11201,"Non-management occupations",Northeast
#11201,"Non-management occupations",Thompson-Okanagan
#11201,"Non-management occupations","Vancouver Island/Coast"
#11202,All,"British Columbia"
#11202,All,Cariboo
#11202,All,Kootenay
#11202,All,Mainland/Southwest
#11202,All,"North Coast and Nechako"
#11202,All,Northeast
#11202,All,Thompson-Okanagan
#11202,All,"Vancouver Island/Coast"
#11202,"Non-management occupations","British Columbia"
#11202,"Non-management occupations",Cariboo
#11202,"Non-management occupations",Kootenay
#11202,"Non-management occupations",Mainland/Southwest
#11202,"Non-management occupations","North Coast and Nechako"
#11202,"Non-management occupations",Northeast
#11202,"Non-management occupations",Thompson-Okanagan
#11202,"Non-management occupations","Vancouver Island/Coast"
#12010,All,"British Columbia"
#12010,All,Cariboo
#12010,All,Kootenay
#12010,All,Mainland/Southwest
#12010,All,"North Coast and Nechako"
#12010,All,Northeast
#12010,All,Thompson-Okanagan
#12010,All,"Vancouver Island/Coast"
#12010,"Non-management occupations","British Columbia"
#12010,"Non-management occupations",Cariboo
#12010,"Non-management occupations",Kootenay
#12010,"Non-management occupations",Mainland/Southwest
#12010,"Non-management occupations","North Coast and Nechako"
#12010,"Non-management occupations",Northeast
#12010,"Non-management occupations",Thompson-Okanagan
#12010,"Non-management occupations","Vancouver Island/Coast"
#12011,All,"British Columbia"
#12011,All,Cariboo
#12011,All,Kootenay
#12011,All,Mainland/Southwest
#12011,All,"North Coast and Nechako"
#12011,All,Northeast
#12011,All,Thompson-Okanagan
#12011,All,"Vancouver Island/Coast"
#12011,"Non-management occupations","British Columbia"
#12011,"Non-management occupations",Cariboo
#12011,"Non-management occupations",Kootenay
#12011,"Non-management occupations",Mainland/Southwest
#12011,"Non-management occupations","North Coast and Nechako"
#12011,"Non-management occupations",Northeast
#12011,"Non-management occupations",Thompson-Okanagan
#12011,"Non-management occupations","Vancouver Island/Coast"
#12012,All,"British Columbia"
#12012,All,Cariboo
#12012,All,Kootenay
#12012,All,Mainland/Southwest
#12012,All,"North Coast and Nechako"
#12012,All,Northeast
#12012,All,Thompson-Okanagan
#12012,All,"Vancouver Island/Coast"
#12012,"Non-management occupations","British Columbia"
#12012,"Non-management occupations",Cariboo
#12012,"Non-management occupations",Kootenay
#12012,"Non-management occupations",Mainland/Southwest
#12012,"Non-management occupations","North Coast and Nechako"
#12012,"Non-management occupations",Northeast
#12012,"Non-management occupations",Thompson-Okanagan
#12012,"Non-management occupations","Vancouver Island/Coast"
#12013,All,"British Columbia"
#12013,All,Cariboo
#12013,All,Kootenay
#12013,All,Mainland/Southwest
#12013,All,"North Coast and Nechako"
#12013,All,Northeast
#12013,All,Thompson-Okanagan
#12013,All,"Vancouver Island/Coast"
#12013,"Non-management occupations","British Columbia"
#12013,"Non-management occupations",Cariboo
#12013,"Non-management occupations",Kootenay
#12013,"Non-management occupations",Mainland/Southwest
#12013,"Non-management occupations","North Coast and Nechako"
#12013,"Non-management occupations",Northeast
#12013,"Non-management occupations",Thompson-Okanagan
#12013,"Non-management occupations","Vancouver Island/Coast"
#12100,All,"British Columbia"
#12100,All,Cariboo
#12100,All,Kootenay
#12100,All,Mainland/Southwest
#12100,All,"North Coast and Nechako"
#12100,All,Northeast
#12100,All,Thompson-Okanagan
#12100,All,"Vancouver Island/Coast"
#12100,"Non-management occupations","British Columbia"
#12100,"Non-management occupations",Cariboo
#12100,"Non-management occupations",Kootenay
#12100,"Non-management occupations",Mainland/Southwest
#12100,"Non-management occupations","North Coast and Nechako"
#12100,"Non-management occupations",Northeast
#12100,"Non-management occupations",Thompson-Okanagan
#12100,"Non-management occupations","Vancouver Island/Coast"
#12101,All,"British Columbia"
#12101,All,Cariboo
#12101,All,Kootenay
#12101,All,Mainland/Southwest
#12101,All,"North Coast and Nechako"
#12101,All,Northeast
#12101,All,Thompson-Okanagan
#12101,All,"Vancouver Island/Coast"
#12101,"Non-management occupations","British Columbia"
#12101,"Non-management occupations",Cariboo
#12101,"Non-management occupations",Kootenay
#12101,"Non-management occupations",Mainland/Southwest
#12101,"Non-management occupations","North Coast and Nechako"
#12101,"Non-management occupations",Northeast
#12101,"Non-management occupations",Thompson-Okanagan
#12101,"Non-management occupations","Vancouver Island/Coast"
#12102,All,"British Columbia"
#12102,All,Cariboo
#12102,All,Kootenay
#12102,All,Mainland/Southwest
#12102,All,"North Coast and Nechako"
#12102,All,Northeast
#12102,All,Thompson-Okanagan
#12102,All,"Vancouver Island/Coast"
#12102,"Non-management occupations","British Columbia"
#12102,"Non-management occupations",Cariboo
#12102,"Non-management occupations",Kootenay
#12102,"Non-management occupations",Mainland/Southwest
#12102,"Non-management occupations","North Coast and Nechako"
#12102,"Non-management occupations",Northeast
#12102,"Non-management occupations",Thompson-Okanagan
#12102,"Non-management occupations","Vancouver Island/Coast"
#12103,All,"British Columbia"
#12103,All,Cariboo
#12103,All,Kootenay
#12103,All,Mainland/Southwest
#12103,All,"North Coast and Nechako"
#12103,All,Northeast
#12103,All,Thompson-Okanagan
#12103,All,"Vancouver Island/Coast"
#12103,"Non-management occupations","British Columbia"
#12103,"Non-management occupations",Cariboo
#12103,"Non-management occupations",Kootenay
#12103,"Non-management occupations",Mainland/Southwest
#12103,"Non-management occupations","North Coast and Nechako"
#12103,"Non-management occupations",Northeast
#12103,"Non-management occupations",Thompson-Okanagan
#12103,"Non-management occupations","Vancouver Island/Coast"
#12104,All,"British Columbia"
#12104,All,Cariboo
#12104,All,Kootenay
#12104,All,Mainland/Southwest
#12104,All,"North Coast and Nechako"
#12104,All,Northeast
#12104,All,Thompson-Okanagan
#12104,All,"Vancouver Island/Coast"
#12104,"Non-management occupations","British Columbia"
#12104,"Non-management occupations",Cariboo
#12104,"Non-management occupations",Kootenay
#12104,"Non-management occupations",Mainland/Southwest
#12104,"Non-management occupations","North Coast and Nechako"
#12104,"Non-management occupations",Northeast
#12104,"Non-management occupations",Thompson-Okanagan
#12104,"Non-management occupations","Vancouver Island/Coast"
#12110,All,"British Columbia"
#12110,All,Cariboo
#12110,All,Kootenay
#12110,All,Mainland/Southwest
#12110,All,"North Coast and Nechako"
#12110,All,Northeast
#12110,All,Thompson-Okanagan
#12110,All,"Vancouver Island/Coast"
#12110,"Non-management occupations","British Columbia"
#12110,"Non-management occupations",Cariboo
#12110,"Non-management occupations",Kootenay
#12110,"Non-management occupations",Mainland/Southwest
#12110,"Non-management occupations","North Coast and Nechako"
#12110,"Non-management occupations",Northeast
#12110,"Non-management occupations",Thompson-Okanagan
#12110,"Non-management occupations","Vancouver Island/Coast"
#12111,All,"British Columbia"
#12111,All,Cariboo
#12111,All,Kootenay
#12111,All,Mainland/Southwest
#12111,All,"North Coast and Nechako"
#12111,All,Northeast
#12111,All,Thompson-Okanagan
#12111,All,"Vancouver Island/Coast"
#12111,"Non-management occupations","British Columbia"
#12111,"Non-management occupations",Cariboo
#12111,"Non-management occupations",Kootenay
#12111,"Non-management occupations",Mainland/Southwest
#12111,"Non-management occupations","North Coast and Nechako"
#12111,"Non-management occupations",Northeast
#12111,"Non-management occupations",Thompson-Okanagan
#12111,"Non-management occupations","Vancouver Island/Coast"
#12112,All,"British Columbia"
#12112,All,Cariboo
#12112,All,Kootenay
#12112,All,Mainland/Southwest
#12112,All,"North Coast and Nechako"
#12112,All,Northeast
#12112,All,Thompson-Okanagan
#12112,All,"Vancouver Island/Coast"
#12112,"Non-management occupations","British Columbia"
#12112,"Non-management occupations",Cariboo
#12112,"Non-management occupations",Kootenay
#12112,"Non-management occupations",Mainland/Southwest
#12112,"Non-management occupations","North Coast and Nechako"
#12112,"Non-management occupations",Northeast
#12112,"Non-management occupations",Thompson-Okanagan
#12112,"Non-management occupations","Vancouver Island/Coast"
#12113,All,"British Columbia"
#12113,All,Cariboo
#12113,All,Kootenay
#12113,All,Mainland/Southwest
#12113,All,"North Coast and Nechako"
#12113,All,Northeast
#12113,All,Thompson-Okanagan
#12113,All,"Vancouver Island/Coast"
#12113,"Non-management occupations","British Columbia"
#12113,"Non-management occupations",Cariboo
#12113,"Non-management occupations",Kootenay
#12113,"Non-management occupations",Mainland/Southwest
#12113,"Non-management occupations","North Coast and Nechako"
#12113,"Non-management occupations",Northeast
#12113,"Non-management occupations",Thompson-Okanagan
#12113,"Non-management occupations","Vancouver Island/Coast"
#12200,All,"British Columbia"
#12200,All,Cariboo
#12200,All,Kootenay
#12200,All,Mainland/Southwest
#12200,All,"North Coast and Nechako"
#12200,All,Northeast
#12200,All,Thompson-Okanagan
#12200,All,"Vancouver Island/Coast"
#12200,"Non-management occupations","British Columbia"
#12200,"Non-management occupations",Cariboo
#12200,"Non-management occupations",Kootenay
#12200,"Non-management occupations",Mainland/Southwest
#12200,"Non-management occupations","North Coast and Nechako"
#12200,"Non-management occupations",Northeast
#12200,"Non-management occupations",Thompson-Okanagan
#12200,"Non-management occupations","Vancouver Island/Coast"
#12201,All,"British Columbia"
#12201,All,Cariboo
#12201,All,Kootenay
#12201,All,Mainland/Southwest
#12201,All,"North Coast and Nechako"
#12201,All,Northeast
#12201,All,Thompson-Okanagan
#12201,All,"Vancouver Island/Coast"
#12201,"Non-management occupations","British Columbia"
#12201,"Non-management occupations",Cariboo
#12201,"Non-management occupations",Kootenay
#12201,"Non-management occupations",Mainland/Southwest
#12201,"Non-management occupations","North Coast and Nechako"
#12201,"Non-management occupations",Northeast
#12201,"Non-management occupations",Thompson-Okanagan
#12201,"Non-management occupations","Vancouver Island/Coast"
#12202,All,"British Columbia"
#12202,All,Cariboo
#12202,All,Kootenay
#12202,All,Mainland/Southwest
#12202,All,"North Coast and Nechako"
#12202,All,Northeast
#12202,All,Thompson-Okanagan
#12202,All,"Vancouver Island/Coast"
#12202,"Non-management occupations","British Columbia"
#12202,"Non-management occupations",Cariboo
#12202,"Non-management occupations",Kootenay
#12202,"Non-management occupations",Mainland/Southwest
#12202,"Non-management occupations","North Coast and Nechako"
#12202,"Non-management occupations",Northeast
#12202,"Non-management occupations",Thompson-Okanagan
#12202,"Non-management occupations","Vancouver Island/Coast"
#12203,All,"British Columbia"
#12203,All,Cariboo
#12203,All,Kootenay
#12203,All,Mainland/Southwest
#12203,All,"North Coast and Nechako"
#12203,All,Northeast
#12203,All,Thompson-Okanagan
#12203,All,"Vancouver Island/Coast"
#12203,"Non-management occupations","British Columbia"
#12203,"Non-management occupations",Cariboo
#12203,"Non-management occupations",Kootenay
#12203,"Non-management occupations",Mainland/Southwest
#12203,"Non-management occupations","North Coast and Nechako"
#12203,"Non-management occupations",Northeast
#12203,"Non-management occupations",Thompson-Okanagan
#12203,"Non-management occupations","Vancouver Island/Coast"
#13100,All,"British Columbia"
#13100,All,Cariboo
#13100,All,Kootenay
#13100,All,Mainland/Southwest
#13100,All,"North Coast and Nechako"
#13100,All,Northeast
#13100,All,Thompson-Okanagan
#13100,All,"Vancouver Island/Coast"
#13100,"Non-management occupations","British Columbia"
#13100,"Non-management occupations",Cariboo
#13100,"Non-management occupations",Kootenay
#13100,"Non-management occupations",Mainland/Southwest
#13100,"Non-management occupations","North Coast and Nechako"
#13100,"Non-management occupations",Northeast
#13100,"Non-management occupations",Thompson-Okanagan
#13100,"Non-management occupations","Vancouver Island/Coast"
#13101,All,"British Columbia"
#13101,All,Cariboo
#13101,All,Kootenay
#13101,All,Mainland/Southwest
#13101,All,"North Coast and Nechako"
#13101,All,Northeast
#13101,All,Thompson-Okanagan
#13101,All,"Vancouver Island/Coast"
#13101,"Non-management occupations","British Columbia"
#13101,"Non-management occupations",Cariboo
#13101,"Non-management occupations",Kootenay
#13101,"Non-management occupations",Mainland/Southwest
#13101,"Non-management occupations","North Coast and Nechako"
#13101,"Non-management occupations",Northeast
#13101,"Non-management occupations",Thompson-Okanagan
#13101,"Non-management occupations","Vancouver Island/Coast"
#13102,All,"British Columbia"
#13102,All,Cariboo
#13102,All,Kootenay
#13102,All,Mainland/Southwest
#13102,All,"North Coast and Nechako"
#13102,All,Northeast
#13102,All,Thompson-Okanagan
#13102,All,"Vancouver Island/Coast"
#13102,"Non-management occupations","British Columbia"
#13102,"Non-management occupations",Cariboo
#13102,"Non-management occupations",Kootenay
#13102,"Non-management occupations",Mainland/Southwest
#13102,"Non-management occupations","North Coast and Nechako"
#13102,"Non-management occupations",Northeast
#13102,"Non-management occupations",Thompson-Okanagan
#13102,"Non-management occupations","Vancouver Island/Coast"
#13110,All,"British Columbia"
#13110,All,Cariboo
#13110,All,Kootenay
#13110,All,Mainland/Southwest
#13110,All,"North Coast and Nechako"
#13110,All,Northeast
#13110,All,Thompson-Okanagan
#13110,All,"Vancouver Island/Coast"
#13110,"Non-management occupations","British Columbia"
#13110,"Non-management occupations",Cariboo
#13110,"Non-management occupations",Kootenay
#13110,"Non-management occupations",Mainland/Southwest
#13110,"Non-management occupations","North Coast and Nechako"
#13110,"Non-management occupations",Northeast
#13110,"Non-management occupations",Thompson-Okanagan
#13110,"Non-management occupations","Vancouver Island/Coast"
#13111,All,"British Columbia"
#13111,All,Cariboo
#13111,All,Kootenay
#13111,All,Mainland/Southwest
#13111,All,"North Coast and Nechako"
#13111,All,Northeast
#13111,All,Thompson-Okanagan
#13111,All,"Vancouver Island/Coast"
#13111,"Non-management occupations","British Columbia"
#13111,"Non-management occupations",Cariboo
#13111,"Non-management occupations",Kootenay
#13111,"Non-management occupations",Mainland/Southwest
#13111,"Non-management occupations","North Coast and Nechako"
#13111,"Non-management occupations",Northeast
#13111,"Non-management occupations",Thompson-Okanagan
#13111,"Non-management occupations","Vancouver Island/Coast"
#13112,All,"British Columbia"
#13112,All,Cariboo
#13112,All,Kootenay
#13112,All,Mainland/Southwest
#13112,All,"North Coast and Nechako"
#13112,All,Northeast
#13112,All,Thompson-Okanagan
#13112,All,"Vancouver Island/Coast"
#13112,"Non-management occupations","British Columbia"
#13112,"Non-management occupations",Cariboo
#13112,"Non-management occupations",Kootenay
#13112,"Non-management occupations",Mainland/Southwest
#13112,"Non-management occupations","North Coast and Nechako"
#13112,"Non-management occupations",Northeast
#13112,"Non-management occupations",Thompson-Okanagan
#13112,"Non-management occupations","Vancouver Island/Coast"
#13200,All,"British Columbia"
#13200,All,Cariboo
#13200,All,Kootenay
#13200,All,Mainland/Southwest
#13200,All,"North Coast and Nechako"
#13200,All,Northeast
#13200,All,Thompson-Okanagan
#13200,All,"Vancouver Island/Coast"
#13200,"Non-management occupations","British Columbia"
#13200,"Non-management occupations",Cariboo
#13200,"Non-management occupations",Kootenay
#13200,"Non-management occupations",Mainland/Southwest
#13200,"Non-management occupations","North Coast and Nechako"
#13200,"Non-management occupations",Northeast
#13200,"Non-management occupations",Thompson-Okanagan
#13200,"Non-management occupations","Vancouver Island/Coast"
#13201,All,"British Columbia"
#13201,All,Cariboo
#13201,All,Kootenay
#13201,All,Mainland/Southwest
#13201,All,"North Coast and Nechako"
#13201,All,Northeast
#13201,All,Thompson-Okanagan
#13201,All,"Vancouver Island/Coast"
#13201,"Non-management occupations","British Columbia"
#13201,"Non-management occupations",Cariboo
#13201,"Non-management occupations",Kootenay
#13201,"Non-management occupations",Mainland/Southwest
#13201,"Non-management occupations","North Coast and Nechako"
#13201,"Non-management occupations",Northeast
#13201,"Non-management occupations",Thompson-Okanagan
#13201,"Non-management occupations","Vancouver Island/Coast"
#14100,All,"British Columbia"
#14100,All,Cariboo
#14100,All,Kootenay
#14100,All,Mainland/Southwest
#14100,All,"North Coast and Nechako"
#14100,All,Northeast
#14100,All,Thompson-Okanagan
#14100,All,"Vancouver Island/Coast"
#14100,"Non-management occupations","British Columbia"
#14100,"Non-management occupations",Cariboo
#14100,"Non-management occupations",Kootenay
#14100,"Non-management occupations",Mainland/Southwest
#14100,"Non-management occupations","North Coast and Nechako"
#14100,"Non-management occupations",Northeast
#14100,"Non-management occupations",Thompson-Okanagan
#14100,"Non-management occupations","Vancouver Island/Coast"
#14101,All,"British Columbia"
#14101,All,Cariboo
#14101,All,Kootenay
#14101,All,Mainland/Southwest
#14101,All,"North Coast and Nechako"
#14101,All,Northeast
#14101,All,Thompson-Okanagan
#14101,All,"Vancouver Island/Coast"
#14101,"Non-management occupations","British Columbia"
#14101,"Non-management occupations",Cariboo
#14101,"Non-management occupations",Kootenay
#14101,"Non-management occupations",Mainland/Southwest
#14101,"Non-management occupations","North Coast and Nechako"
#14101,"Non-management occupations",Northeast
#14101,"Non-management occupations",Thompson-Okanagan
#14101,"Non-management occupations","Vancouver Island/Coast"
#14102,All,"British Columbia"
#14102,All,Cariboo
#14102,All,Kootenay
#14102,All,Mainland/Southwest
#14102,All,"North Coast and Nechako"
#14102,All,Northeast
#14102,All,Thompson-Okanagan
#14102,All,"Vancouver Island/Coast"
#14102,"Non-management occupations","British Columbia"
#14102,"Non-management occupations",Cariboo
#14102,"Non-management occupations",Kootenay
#14102,"Non-management occupations",Mainland/Southwest
#14102,"Non-management occupations","North Coast and Nechako"
#14102,"Non-management occupations",Northeast
#14102,"Non-management occupations",Thompson-Okanagan
#14102,"Non-management occupations","Vancouver Island/Coast"
#14103,All,"British Columbia"
#14103,All,Cariboo
#14103,All,Kootenay
#14103,All,Mainland/Southwest
#14103,All,"North Coast and Nechako"
#14103,All,Northeast
#14103,All,Thompson-Okanagan
#14103,All,"Vancouver Island/Coast"
#14103,"Non-management occupations","British Columbia"
#14103,"Non-management occupations",Cariboo
#14103,"Non-management occupations",Kootenay
#14103,"Non-management occupations",Mainland/Southwest
#14103,"Non-management occupations","North Coast and Nechako"
#14103,"Non-management occupations",Northeast
