Level,Code - NOC 2021 V1.0,Class title,Element Type Label English,Element Description English
5,22110,Biological technologists and technicians,All examples,pisciculture bacteriological technologist
5,22110,Biological technologists and technicians,All examples,plant breeding technician
5,22110,Biological technologists and technicians,All examples,plant pathology technician
5,22110,Biological technologists and technicians,All examples,plant pathology technologist
5,22110,Biological technologists and technicians,All examples,poultry technician
5,22110,Biological technologists and technicians,All examples,poultry technologist
5,22110,Biological technologists and technicians,All examples,sea-farming technologist
5,22110,Biological technologists and technicians,All examples,seed technologist
5,22110,Biological technologists and technicians,All examples,soil bacteriological technician
5,22110,Biological technologists and technicians,All examples,soil bacteriological technologist
5,22110,Biological technologists and technicians,All examples,vaccine technician
5,22110,Biological technologists and technicians,All examples,virology technologist
5,22110,Biological technologists and technicians,All examples,wildlife biology technician
5,22110,Biological technologists and technicians,All examples,wildlife resources technician
5,22110,Biological technologists and technicians,All examples,wildlife technician
5,22110,Biological technologists and technicians,All examples,wildlife technologist
5,22110,Biological technologists and technicians,All examples,zoo foreman/woman
5,22110,Biological technologists and technicians,All examples,zoo supervisor
5,22110,Biological technologists and technicians,All examples,zoological technician
5,22110,Biological technologists and technicians,All examples,zoological technologist
5,22110,Biological technologists and technicians,Exclusion(s),Agricultural and fish products inspectors  (See 22111 Agricultural and fish products inspectors)
5,22110,Biological technologists and technicians,Exclusion(s),Biochemistry laboratory technician  (See 22100 Chemical technologists and technicians)
5,22110,Biological technologists and technicians,Exclusion(s),Biochemistry technologist  (See 22100 Chemical technologists and technicians)
5,22110,Biological technologists and technicians,Exclusion(s),Biologists and related scientists  (See 21110 Biologists and related scientists)
5,22110,Biological technologists and technicians,Exclusion(s),Biomedical engineering technologist  (See 22310 Electrical and electronics engineering technologists and technicians)
5,22110,Biological technologists and technicians,Exclusion(s),Conservation and fishery officers  (See 22113 Conservation and fishery officers)
5,22110,Biological technologists and technicians,Exclusion(s),Forestry technologists and technicians  (See 22112 Forestry technologists and technicians)
5,22110,Biological technologists and technicians,Exclusion(s),Medical laboratory assistants and related technical occupations  (See 33101 Medical laboratory assistants and related technical occupations)
5,22110,Biological technologists and technicians,Exclusion(s),Medical laboratory technologists  (See 32120 Medical laboratory technologists)
5,22110,Biological technologists and technicians,Main duties,This group performs some or all of the following duties:
5,22110,Biological technologists and technicians,Main duties,Biological technologists
5,22110,Biological technologists and technicians,Main duties,"Set up and conduct biological, microbiological and biochemical tests and laboratory analyses in support of research and quality control in food production, sanitation, pharmaceutical production, biotechnology and other fields "
5,22110,Biological technologists and technicians,Main duties,"Apply methods and techniques such as microscopy, histochemistry, chromatography, electrophoresis and spectroscopy "
5,22110,Biological technologists and technicians,Main duties,"Perform experimental procedures in agriculture, plant breeding, animal husbandry, biology and biomedical research "
5,22110,Biological technologists and technicians,Main duties,"Conduct field research and surveys to collect data and samples of water, soil, and plant and animal populations "
5,22110,Biological technologists and technicians,Main duties,"Conduct environmental monitoring and compliance activities for the protection of fisheries stock, wildlife and other natural resources "
5,22110,Biological technologists and technicians,Main duties,Analyze data and prepare reports
5,22110,Biological technologists and technicians,Main duties,"Conduct or supervise operational programs such as fish hatchery, greenhouse and livestock production programs. "
5,22110,Biological technologists and technicians,Main duties,Biological technicians
5,22110,Biological technologists and technicians,Main duties,"Assist in conducting biological, microbiological and biochemical tests and laboratory analyses "
5,22110,Biological technologists and technicians,Main duties,"Perform limited range of technical functions in support of agriculture, plant breeding, animal husbandry, biology, biomedical research and environmental protection "
5,22110,Biological technologists and technicians,Main duties,"Assist in conducting field research and surveys to collect data and samples of water, soil, and plant and animal populations "
5,22110,Biological technologists and technicians,Main duties,Assist in analysis of data and preparation of reports.
5,22110,Biological technologists and technicians,Employment requirements,"Completion of a two- to three-year college program in a field related to agriculture, biology, microbiology, wildlife or resource management is usually required for employment as a biological technologist. "
5,22110,Biological technologists and technicians,Employment requirements,Completion of a one- to two-year college program in a related field is required for employment as a biological technician.
5,22110,Biological technologists and technicians,Employment requirements,"Certification with provincial associations is available, but voluntary. "
5,22110,Biological technologists and technicians,Additional information,There is limited mobility among occupations in this group.
5,22110,Biological technologists and technicians,Additional information,Some technologists and technicians working in support of government and academic research in biology are university graduates.
5,22111,Agricultural and fish products inspectors,Illustrative example(s),agricultural products inspection supervisor
5,22111,Agricultural and fish products inspectors,Illustrative example(s),agricultural products inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),crop certification inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),dairy products inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),fish inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),fish products inspection supervisor
5,22111,Agricultural and fish products inspectors,Illustrative example(s),fish products inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),fruit and vegetables inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),grain inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),livestock inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),meat inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),plant protection inspector
5,22111,Agricultural and fish products inspectors,Illustrative example(s),poultry inspector
5,22111,Agricultural and fish products inspectors,All examples,agricultural products inspection supervisor
5,22111,Agricultural and fish products inspectors,All examples,agricultural products inspector
5,22111,Agricultural and fish products inspectors,All examples,animal health inspector
5,22111,Agricultural and fish products inspectors,All examples,animal primary products inspector
5,22111,Agricultural and fish products inspectors,All examples,assistant grain inspector
5,22111,Agricultural and fish products inspectors,All examples,bread inspector
5,22111,Agricultural and fish products inspectors,All examples,butter inspector
5,22111,Agricultural and fish products inspectors,All examples,contagious animal disease prevention inspector
5,22111,Agricultural and fish products inspectors,All examples,cream inspector
5,22111,Agricultural and fish products inspectors,All examples,crop certification inspector
5,22111,Agricultural and fish products inspectors,All examples,dairy products inspector
5,22111,Agricultural and fish products inspectors,All examples,fish and fish products inspector
5,22111,Agricultural and fish products inspectors,All examples,fish inspector
5,22111,Agricultural and fish products inspectors,All examples,fish inspector-grader
5,22111,Agricultural and fish products inspectors,All examples,fish products inspection supervisor
5,22111,Agricultural and fish products inspectors,All examples,fish products inspector
5,22111,Agricultural and fish products inspectors,All examples,flour inspector
5,22111,Agricultural and fish products inspectors,All examples,food products inspector
5,22111,Agricultural and fish products inspectors,All examples,fruit and vegetable inspection centre supervisor
5,22111,Agricultural and fish products inspectors,All examples,fruit and vegetables inspector
5,22111,Agricultural and fish products inspectors,All examples,fruit inspector
5,22111,Agricultural and fish products inspectors,All examples,grain inspection supervisor
5,22111,Agricultural and fish products inspectors,All examples,grain inspector
5,22111,Agricultural and fish products inspectors,All examples,inspector of perishable goods
5,22111,Agricultural and fish products inspectors,All examples,livestock inspector
5,22111,Agricultural and fish products inspectors,All examples,meat hygiene inspector
5,22111,Agricultural and fish products inspectors,All examples,meat inspection supervisor
5,22111,Agricultural and fish products inspectors,All examples,meat inspector
5,22111,Agricultural and fish products inspectors,All examples,milk inspector
5,22111,Agricultural and fish products inspectors,All examples,plant primary products inspector
5,22111,Agricultural and fish products inspectors,All examples,plant protection inspector
5,22111,Agricultural and fish products inspectors,All examples,poultry inspector
5,22111,Agricultural and fish products inspectors,All examples,produce inspector
5,22111,Agricultural and fish products inspectors,All examples,seed crop inspector
5,22111,Agricultural and fish products inspectors,All examples,seed grains inspector
5,22111,Agricultural and fish products inspectors,All examples,slaughtering and meat processing plant inspector
5,22111,Agricultural and fish products inspectors,All examples,vegetable inspector
5,22111,Agricultural and fish products inspectors,Exclusion(s),Biological technologists and technicians  (See 22110 Biological technologists and technicians)
5,22111,Agricultural and fish products inspectors,Exclusion(s),"Fish grader  (See 94143 Testers and graders, food and beverage processing)"
5,22111,Agricultural and fish products inspectors,Exclusion(s),Forestry technologists and technicians  (See 22112 Forestry technologists and technicians)
5,22111,Agricultural and fish products inspectors,Exclusion(s),"Meat grader  (See 94143 Testers and graders, food and beverage processing)"
5,22111,Agricultural and fish products inspectors,Exclusion(s),Public and environmental health and safety professionals  (See 21120 Public and environmental health and safety professionals)
5,22111,Agricultural and fish products inspectors,Main duties,This group performs some or all of the following duties:
5,22111,Agricultural and fish products inspectors,Main duties,Fish and fish products inspectors
5,22111,Agricultural and fish products inspectors,Main duties,"Inspect fish, fish products, fish handling and processing methods and prepare reports and ensure that regulations are followed. "
5,22111,Agricultural and fish products inspectors,Main duties,Fruit and vegetables inspectors
5,22111,Agricultural and fish products inspectors,Main duties,Inspect fresh and frozen fruit and vegetables at inspection centres and prepare reports on crop production and market conditions.
5,22111,Agricultural and fish products inspectors,Main duties,Grain inspectors
5,22111,Agricultural and fish products inspectors,Main duties,"Inspect and grade all classes of grain at terminal elevators, monitor the fumigation of infested grain, and examine storage, handling and transportation equipment to ensure that sanitary procedures are followed. "
5,22111,Agricultural and fish products inspectors,Main duties,Meat inspectors
5,22111,Agricultural and fish products inspectors,Main duties,Monitor the operations and sanitary conditions of slaughtering and meat processing plants and inspect carcasses to ensure they are fit for human consumption.
5,22111,Agricultural and fish products inspectors,Main duties,Plant protection inspectors
5,22111,Agricultural and fish products inspectors,Main duties,"Certify seed crops, oversee the quarantine, treatment or destruction of plants and plant products, and the fumigation of plants and plant product imports and exports. "
5,22111,Agricultural and fish products inspectors,Employment requirements,Completion of secondary school is required.
5,22111,Agricultural and fish products inspectors,Employment requirements,"Government inspectors usually require a bachelor's degree or college diploma in agriculture, biology, chemistry, food processing technology or a related discipline. "
5,22111,Agricultural and fish products inspectors,Employment requirements,Inspectors (other than government) may require a bachelor's degree or college diploma in a related discipline.
5,22111,Agricultural and fish products inspectors,Employment requirements,Several years of experience in agricultural production or fish processing are usually required.
5,22111,Agricultural and fish products inspectors,Employment requirements,Completion of in-house training courses is required.
5,22111,Agricultural and fish products inspectors,Additional information,Progression to managerial positions in this field is possible with experience.
5,22112,Forestry technologists and technicians,Illustrative example(s),conservation technician - forestry
5,22112,Forestry technologists and technicians,Illustrative example(s),cruising technician - forestry
5,22112,Forestry technologists and technicians,Illustrative example(s),enforcement officer - forestry
5,22112,Forestry technologists and technicians,Illustrative example(s),extension ranger - forestry
5,22112,Forestry technologists and technicians,Illustrative example(s),fire suppression officer - forestry
5,22112,Forestry technologists and technicians,Illustrative example(s),forest fire technician
5,22112,Forestry technologists and technicians,Illustrative example(s),forest inventory resource officer
5,22112,Forestry technologists and technicians,Illustrative example(s),forest survey technician
5,22112,Forestry technologists and technicians,Illustrative example(s),forest technician
5,22112,Forestry technologists and technicians,Illustrative example(s),forestry technician
5,22112,Forestry technologists and technicians,Illustrative example(s),forestry technologist
5,22112,Forestry technologists and technicians,Illustrative example(s),resource technician - forestry
5,22112,Forestry technologists and technicians,Illustrative example(s),scaler technician - logging
5,22112,Forestry technologists and technicians,Illustrative example(s),scaling coordinator - logging
5,22112,Forestry technologists and technicians,Illustrative example(s),silviculture technician
5,22112,Forestry technologists and technicians,All examples,chief cruiser
5,22112,Forestry technologists and technicians,All examples,chief scaler
5,22112,Forestry technologists and technicians,All examples,conservation technician - forestry
5,22112,Forestry technologists and technicians,All examples,crew leader - forest fire suppression
5,22112,Forestry technologists and technicians,All examples,cruiser
5,22112,Forestry technologists and technicians,All examples,cruising technician - forestry
5,22112,Forestry technologists and technicians,All examples,enforcement officer - forestry
5,22112,Forestry technologists and technicians,All examples,extension forest ranger
5,22112,Forestry technologists and technicians,All examples,extension ranger - forestry
5,22112,Forestry technologists and technicians,All examples,field office supervisor - forestry
5,22112,Forestry technologists and technicians,All examples,fire crew leader - forestry
5,22112,Forestry technologists and technicians,All examples,fire suppression crew foreman/woman - forestry
5,22112,Forestry technologists and technicians,All examples,fire suppression officer - forestry
5,22112,Forestry technologists and technicians,All examples,forest engineering technician
5,22112,Forestry technologists and technicians,All examples,forest engineering technologist
5,22112,Forestry technologists and technicians,All examples,forest extension technician
5,22112,Forestry technologists and technicians,All examples,forest fire officer
5,22112,Forestry technologists and technicians,All examples,forest fire ranger
5,22112,Forestry technologists and technicians,All examples,forest fire technician
5,22112,Forestry technologists and technicians,All examples,forest firefighting crew leader
5,22112,Forestry technologists and technicians,All examples,forest inventory resource officer
5,22112,Forestry technologists and technicians,All examples,forest planning technician
5,22112,Forestry technologists and technicians,All examples,forest protection coordinator
5,22112,Forestry technologists and technicians,All examples,forest regional inventory technician
5,22112,Forestry technologists and technicians,All examples,forest research technologist
5,22112,Forestry technologists and technicians,All examples,forest resource management technician
5,22112,Forestry technologists and technicians,All examples,forest resource technician
5,22112,Forestry technologists and technicians,All examples,forest survey technician
5,22112,Forestry technologists and technicians,All examples,forest technician
5,22112,Forestry technologists and technicians,All examples,forestry conservation and preservation technician
5,22112,Forestry technologists and technicians,All examples,forestry conservation and preservation technologist
5,22112,Forestry technologists and technicians,All examples,forestry conservation research technician
5,22112,Forestry technologists and technicians,All examples,forestry conservation research technologist
5,22112,Forestry technologists and technicians,All examples,forestry conservation technician
5,22112,Forestry technologists and technicians,All examples,forestry conservation technologist
5,22112,Forestry technologists and technicians,All examples,forestry crew coordinator
5,22112,Forestry technologists and technicians,All examples,forestry extension technician
5,22112,Forestry technologists and technicians,All examples,forestry technician
5,22112,Forestry technologists and technicians,All examples,forestry technician supervisor
5,22112,Forestry technologists and technicians,All examples,forestry technologist
5,22112,Forestry technologists and technicians,All examples,log grader
5,22112,Forestry technologists and technicians,All examples,log scaler
5,22112,Forestry technologists and technicians,All examples,natural resources technician - forestry
5,22112,Forestry technologists and technicians,All examples,nursery technician - forestry
5,22112,Forestry technologists and technicians,All examples,protection coordinator - forestry
5,22112,Forestry technologists and technicians,All examples,range conservationist
5,22112,Forestry technologists and technicians,All examples,range manager
5,22112,Forestry technologists and technicians,All examples,research assistant - forestry
5,22112,Forestry technologists and technicians,All examples,resource technician - forestry
5,22112,Forestry technologists and technicians,All examples,scaler - forestry
5,22112,Forestry technologists and technicians,All examples,scaler technician - logging
5,22112,Forestry technologists and technicians,All examples,scalers supervisor
5,22112,Forestry technologists and technicians,All examples,scaling coordinator - logging
5,22112,Forestry technologists and technicians,All examples,senior fire control technician
5,22112,Forestry technologists and technicians,All examples,silviculture technician
5,22112,Forestry technologists and technicians,All examples,silviculture technologist
5,22112,Forestry technologists and technicians,All examples,silviculturist
5,22112,Forestry technologists and technicians,All examples,timber cruiser
5,22112,Forestry technologists and technicians,All examples,timber marker
5,22112,Forestry technologists and technicians,All examples,timber rider
5,22112,Forestry technologists and technicians,All examples,timber scaler
5,22112,Forestry technologists and technicians,All examples,timber technician
5,22112,Forestry technologists and technicians,Inclusion(s),range manager
5,22112,Forestry technologists and technicians,Exclusion(s),Biological technologists and technicians  (See 22110 Biological technologists and technicians)
5,22112,Forestry technologists and technicians,Exclusion(s),Conservation and fishery officers  (See 22113 Conservation and fishery officers)
5,22112,Forestry technologists and technicians,Exclusion(s),Forest engineer  (See 21111 Forestry professionals)
5,22112,Forestry technologists and technicians,Exclusion(s),Forester  (See 21111 Forestry professionals)
5,22112,Forestry technologists and technicians,Exclusion(s),"Supervisors, logging and forestry  (See 82010 Supervisors, logging and forestry)"
5,22112,Forestry technologists and technicians,Main duties,This group performs some or all of the following duties:
5,22112,Forestry technologists and technicians,Main duties,"Conduct, supervise and participate in forest inventory cruises, surveys and field measurements following accepted scientific and operational procedures "
5,22112,Forestry technologists and technicians,Main duties,Assist and perform technical functions in the preparation of forest management and harvest plans using photogrammetric and mapping techniques and computerized information systems
5,22112,Forestry technologists and technicians,Main duties,Assist in planning and supervise construction of access routes and forest roads
5,22112,Forestry technologists and technicians,Main duties,"Implement, supervise and perform technical functions in silvicultural operations involving site preparation, planting, and tending of tree crops "
5,22112,Forestry technologists and technicians,Main duties,"Coordinate activities such as timber scaling, forest fire suppression, disease or insect control or pre-commercial thinning of forest stands "
5,22112,Forestry technologists and technicians,Main duties,Supervise and perform technical functions in forest harvesting operations
5,22112,Forestry technologists and technicians,Main duties,"Monitor activities of logging companies and contractors and enforce regulations such as those concerning environmental protection, resource utilization, fire safety and accident prevention "
5,22112,Forestry technologists and technicians,Main duties,"Provide forestry education, advice and recommendations to woodlot owners, community organizations and the general public "
5,22112,Forestry technologists and technicians,Main duties,Develop and maintain computer databases
5,22112,Forestry technologists and technicians,Main duties,Supervise forest tree nursery operations
5,22112,Forestry technologists and technicians,Main duties,"Provide technical support to forestry research programs in areas such as tree improvement, seed orchard operations, insect and disease surveys or experimental forestry and forest engineering research. "
5,22112,Forestry technologists and technicians,Employment requirements,Completion of a one- to three-year college program in forestry technology or in a renewable resource program or forest ranger program is usually required.
5,22112,Forestry technologists and technicians,Employment requirements,Registration with a regulatory body is required for forestry technologists or technicians in all provinces except Prince Edward Island and Manitoba.
5,22112,Forestry technologists and technicians,Employment requirements,Certification or licensing as a scaler is required for some positions.
5,22112,Forestry technologists and technicians,Employment requirements,"In Quebec, membership in the regulatory body for professional technologists is required to use the title ""Professional Technologist."" "
5,22112,Forestry technologists and technicians,Additional information,Mobility may be possible to occupations in natural resource and wildlife management and in parks management.
5,22113,Conservation and fishery officers,Illustrative example(s),conservation officer
5,22113,Conservation and fishery officers,Illustrative example(s),fish and wildlife officer
5,22113,Conservation and fishery officers,Illustrative example(s),fishery officer
5,22113,Conservation and fishery officers,Illustrative example(s),forest ranger - wildlife management
5,22113,Conservation and fishery officers,Illustrative example(s),game officer
5,22113,Conservation and fishery officers,Illustrative example(s),game warden
5,22113,Conservation and fishery officers,Illustrative example(s),natural resources officer
5,22113,Conservation and fishery officers,Illustrative example(s),park ranger
5,22113,Conservation and fishery officers,All examples,conservation officer
5,22113,Conservation and fishery officers,All examples,district inspector - fisheries
5,22113,Conservation and fishery officers,All examples,district supervisor - fisheries
5,22113,Conservation and fishery officers,All examples,dockside monitor - fisheries
5,22113,Conservation and fishery officers,All examples,dockside observer - fisheries
5,22113,Conservation and fishery officers,All examples,fish and game warden
5,22113,Conservation and fishery officers,All examples,fish and wildlife officer
5,22113,Conservation and fishery officers,All examples,fisheries inspector
5,22113,Conservation and fishery officers,All examples,fisheries inspector supervisor
5,22113,Conservation and fishery officers,All examples,fisheries observer
5,22113,Conservation and fishery officers,All examples,fisheries officer
5,22113,Conservation and fishery officers,All examples,fisheries officer supervisor
5,22113,Conservation and fishery officers,All examples,fishery officer
5,22113,Conservation and fishery officers,All examples,fishing area supervisor
5,22113,Conservation and fishery officers,All examples,forest ranger - wildlife management
5,22113,Conservation and fishery officers,All examples,game officer
5,22113,Conservation and fishery officers,All examples,game warden
5,22113,Conservation and fishery officers,All examples,natural resources officer
5,22113,Conservation and fishery officers,All examples,park ranger
5,22113,Conservation and fishery officers,Exclusion(s),Biological technologists and technicians  (See 22110 Biological technologists and technicians)
5,22113,Conservation and fishery officers,Exclusion(s),Fish inspector  (See 22111 Agricultural and fish products inspectors)
5,22113,Conservation and fishery officers,Exclusion(s),Forestry technologists and technicians  (See 22112 Forestry technologists and technicians)
5,22113,Conservation and fishery officers,Main duties,This group performs some or all of the following duties:
5,22113,Conservation and fishery officers,Main duties,Generate public awareness of fish and wildlife conservation and regulations
5,22113,Conservation and fishery officers,Main duties,"Conduct patrols by truck, aircraft, boat, or on foot, to ensure compliance with the provincial and federal statutes relating to fish, wildlife and the environment "
5,22113,Conservation and fishery officers,Main duties,"Investigate complaints, arrest violators, prepare briefs and present evidence in court "
5,22113,Conservation and fishery officers,Main duties,"Issue licences, export documents and special permits and collect royalties assessed on fish, wildlife and timber resources "
5,22113,Conservation and fishery officers,Main duties,Implement and supervise approved techniques in preventing or overcoming damage caused by wildlife
5,22113,Conservation and fishery officers,Main duties,"Perform resource protection duties, such as inspecting fishing gear and equipment and monitoring fishing activities for compliance with regulations "
5,22113,Conservation and fishery officers,Main duties,"Gather resource data by making inventories of fish, collecting water samples and assisting biologists in scientific research "
5,22113,Conservation and fishery officers,Main duties,Supervise or provide firearms safety training courses and trapper education courses.
5,22113,Conservation and fishery officers,Employment requirements,"Completion of a college program in renewable resources management, environmental conservation or a related discipline is usually required. "
5,22113,Conservation and fishery officers,Employment requirements,On-the-job training and courses related to law enforcement and resource management are provided.
5,22113,Conservation and fishery officers,Employment requirements,"A class-5 driver's licence, pesticide applicator's licence and explosives licence may be required. "
5,22113,Conservation and fishery officers,Additional information,Progression to senior and supervisory positions is possible with experience.
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),arborist
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),golf course superintendent
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),greenskeeper
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),horticultural technician
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),horticulture specialist
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),horticulturist
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),hydroponics technician
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),landscape architectural technician
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),landscape designer
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),landscape gardener
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),landscape technician
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),landscaper
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),lawn care specialist
5,22114,Landscape and horticulture technicians and specialists,Illustrative example(s),tree service technician
5,22114,Landscape and horticulture technicians and specialists,All examples,arboriculturist
5,22114,Landscape and horticulture technicians and specialists,All examples,arborist
5,22114,Landscape and horticulture technicians and specialists,All examples,cloning technician - cannabis
5,22114,Landscape and horticulture technicians and specialists,All examples,cultivation technician
5,22114,Landscape and horticulture technicians and specialists,All examples,floriculturist
5,22114,Landscape and horticulture technicians and specialists,All examples,gardener
5,22114,Landscape and horticulture technicians and specialists,All examples,golf course superintendent
5,22114,Landscape and horticulture technicians and specialists,All examples,greens superintendent
5,22114,Landscape and horticulture technicians and specialists,All examples,greenskeeper
5,22114,Landscape and horticulture technicians and specialists,All examples,horticultural technician
5,22114,Landscape and horticulture technicians and specialists,All examples,horticultural technologist
5,22114,Landscape and horticulture technicians and specialists,All examples,horticulture specialist
5,22114,Landscape and horticulture technicians and specialists,All examples,horticulture technician
5,22114,Landscape and horticulture technicians and specialists,All examples,horticulture technologist
5,22114,Landscape and horticulture technicians and specialists,All examples,horticulturist
5,22114,Landscape and horticulture technicians and specialists,All examples,hydroponics technician
5,22114,Landscape and horticulture technicians and specialists,All examples,interior plantscape specialist
5,22114,Landscape and horticulture technicians and specialists,All examples,irrigation technician (except agriculture)
5,22114,Landscape and horticulture technicians and specialists,All examples,landscape architectural technician
5,22114,Landscape and horticulture technicians and specialists,All examples,landscape architectural technologist
5,22114,Landscape and horticulture technicians and specialists,All examples,landscape designer
5,22114,Landscape and horticulture technicians and specialists,All examples,landscape gardener
5,22114,Landscape and horticulture technicians and specialists,All examples,landscape horticulturist
5,22114,Landscape and horticulture technicians and specialists,All examples,landscape technician
5,22114,Landscape and horticulture technicians and specialists,All examples,landscaper
5,22114,Landscape and horticulture technicians and specialists,All examples,lawn care specialist
5,22114,Landscape and horticulture technicians and specialists,All examples,lawn care superintendent
5,22114,Landscape and horticulture technicians and specialists,All examples,plant doctor
5,22114,Landscape and horticulture technicians and specialists,All examples,plantscape technician
5,22114,Landscape and horticulture technicians and specialists,All examples,tree and shrub specialist
5,22114,Landscape and horticulture technicians and specialists,All examples,tree service technician
5,22114,Landscape and horticulture technicians and specialists,All examples,turfgrass management specialist
5,22114,Landscape and horticulture technicians and specialists,Exclusion(s),Biological technologists and technicians  (See 22110 Biological technologists and technicians)
5,22114,Landscape and horticulture technicians and specialists,Exclusion(s),Botanist  (See 21110 Biologists and related scientists)
5,22114,Landscape and horticulture technicians and specialists,Exclusion(s),"Contractors and supervisors, landscaping, grounds maintenance and horticulture services  (See 82031 Contractors and supervisors, landscaping, grounds maintenance and horticulture services)"
5,22114,Landscape and horticulture technicians and specialists,Exclusion(s),Forestry technologists and technicians  (See 22112 Forestry technologists and technicians)
5,22114,Landscape and horticulture technicians and specialists,Exclusion(s),Landscape architects  (See 21201 Landscape architects)
5,22114,Landscape and horticulture technicians and specialists,Exclusion(s),Managers in horticulture  (See 80021 Managers in horticulture)
5,22114,Landscape and horticulture technicians and specialists,Exclusion(s),Nursery and greenhouse labourers  (See 85103 Nursery and greenhouse labourers)
5,22114,Landscape and horticulture technicians and specialists,Main duties,This group performs some or all of the following duties:
5,22114,Landscape and horticulture technicians and specialists,Main duties,Arborists and tree service technicians
5,22114,Landscape and horticulture technicians and specialists,Main duties,"Examine trees and shrubs to diagnose problems and disease, and apply various treatments such as pruning, spraying, repairing damaged areas and injecting with treatment solutions. "
5,22114,Landscape and horticulture technicians and specialists,Main duties,Golf course superintendents
5,22114,Landscape and horticulture technicians and specialists,Main duties,"Direct crews who maintain the health and appearance of golf courses and their surrounding landscapes, plant and move trees, and apply fertilizers, fungicides, herbicides and pesticides. "
5,22114,Landscape and horticulture technicians and specialists,Main duties,Horticulturists
5,22114,Landscape and horticulture technicians and specialists,Main duties,"Plan and coordinate the growth and use of plants for landscaping, ornamental uses and other purposes. "
5,22114,Landscape and horticulture technicians and specialists,Main duties,Landscape designers and landscape architectural technicians and technologists
5,22114,Landscape and horticulture technicians and specialists,Main duties,"Survey and assess sites, prepare drawings, sketches and reports and perform other duties to assist landscape architects in designing landscaped environments. "
5,22114,Landscape and horticulture technicians and specialists,Main duties,Landscape gardeners
5,22114,Landscape and horticulture technicians and specialists,Main duties,Plant and maintain private and public lawns and gardens.
5,22114,Landscape and horticulture technicians and specialists,Main duties,Landscapers
5,22114,Landscape and horticulture technicians and specialists,Main duties,"Plan and construct landscaped environments which may include trees, shrubberies, lawns, fences, decks, patios and other landscape structures. "
5,22114,Landscape and horticulture technicians and specialists,Main duties,Lawn care specialists
5,22114,Landscape and horticulture technicians and specialists,Main duties,"Visit clients, assess the health of lawns, and apply fertilizer, pesticides and other lawn care products. "
5,22114,Landscape and horticulture technicians and specialists,Employment requirements,"Completion of a two-to-three year college program in agronomy, arboriculture, horticulture, landscaping, landscape design or landscape technology is usually required. "
5,22114,Landscape and horticulture technicians and specialists,Employment requirements,"Experience as a landscape and grounds maintenance labourer may be required for golf course superintendents, landscape gardeners and landscapers. "
5,22114,Landscape and horticulture technicians and specialists,Employment requirements,"An apprenticeship program is available for horticulturists, arboriculturists and landscape gardeners. "
5,22114,Landscape and horticulture technicians and specialists,Employment requirements,"Trade certification for landscape horticulturists is available, but voluntary, in all provinces. "
5,22114,Landscape and horticulture technicians and specialists,Employment requirements,"A provincial licence to apply chemical fertilizers, fungicides, herbicides and pesticides may be required. "
5,22114,Landscape and horticulture technicians and specialists,Employment requirements,"In Quebec, membership in the regulatory body is required to use the title of Professional Technologist. "
5,22114,Landscape and horticulture technicians and specialists,Employment requirements,Red Seal endorsement is also available to qualified landscape horticulturists upon successful completion of the interprovincial Red Seal examination.
5,22114,Landscape and horticulture technicians and specialists,Additional information,The Red Seal endorsement allows for interprovincial mobility.
5,22210,Architectural technologists and technicians,Illustrative example(s),architectural design technician
5,22210,Architectural technologists and technicians,Illustrative example(s),architectural design technologist
5,22210,Architectural technologists and technicians,Illustrative example(s),architectural technician
5,22210,Architectural technologists and technicians,Illustrative example(s),architectural technologist
5,22210,Architectural technologists and technicians,All examples,architectural assistant
5,22210,Architectural technologists and technicians,All examples,architectural design technician
5,22210,Architectural technologists and technicians,All examples,architectural design technologist
5,22210,Architectural technologists and technicians,All examples,architectural technician
5,22210,Architectural technologists and technicians,All examples,architectural technologist
5,22210,Architectural technologists and technicians,All examples,registered building technician
5,22210,Architectural technologists and technicians,All examples,registered building technologist
5,22210,Architectural technologists and technicians,All examples,residential buildings technologist
5,22210,Architectural technologists and technicians,Exclusion(s),Architects  (See 21200 Architects)
